time,used,free
2024-09-04 19:18:46,20997,9210
2024-09-04 19:19:46,26333,3874
2024-09-04 19:20:46,11316,18891
2024-09-04 19:21:46,15503,14704
2024-09-04 19:22:46,10211,19996
2024-09-04 19:23:46,15354,13989
2024-09-04 19:24:46,13472,15871
2024-09-04 19:25:46,18217,11126
2024-09-04 19:26:46,16205,13138
2024-09-04 19:27:46,10739,18604
2024-09-04 19:28:46,20466,8877
2024-09-04 19:29:46,11600,17743
2024-09-04 19:30:46,10986,18357
2024-09-04 19:31:46,15340,14003
2024-09-04 19:32:46,11087,18256
2024-09-04 19:33:46,12548,16795
2024-09-04 19:34:46,19593,9750
2024-09-04 19:35:46,11692,17651
2024-09-04 19:36:46,12056,17287
2024-09-04 19:37:46,10619,18724
2024-09-04 19:38:46,11077,18266
2024-09-04 19:39:46,18946,10397
2024-09-04 19:40:46,10921,18422
2024-09-04 19:41:46,18908,10435
2024-09-04 19:42:46,19609,10598
2024-09-04 19:43:46,11064,19143
2024-09-04 19:44:46,10509,19698
2024-09-04 19:45:46,10501,19706
2024-09-04 19:46:46,26280,3927
2024-09-04 19:47:46,16850,8701
2024-09-04 19:48:46,10168,15383
2024-09-04 19:49:46,11200,14351
2024-09-04 19:50:46,13459,12092
2024-09-04 19:51:46,11267,14284
2024-09-04 19:52:46,17079,8472
2024-09-04 19:53:46,11761,13790
2024-09-04 19:54:46,18441,7110
2024-09-04 19:55:46,18189,7362
2024-09-04 19:56:46,20758,4793
2024-09-04 19:57:46,7935,16448
2024-09-04 19:58:46,18926,5457
2024-09-04 19:59:46,14668,9715
2024-09-04 20:00:46,18058,6325
2024-09-04 20:01:46,16353,8030
2024-09-04 20:02:46,12894,11489
2024-09-04 20:03:46,15556,8827
2024-09-04 20:04:46,19990,8233
2024-09-04 20:05:46,8740,19483
2024-09-04 20:06:46,7778,13613
2024-09-04 20:07:46,14101,7290
2024-09-04 20:08:46,8882,12509
2024-09-04 20:09:46,14539,8404
2024-09-04 20:10:46,17623,5512
2024-09-04 20:11:46,13400,9735
2024-09-04 20:12:46,16808,7495
2024-09-04 20:13:46,12915,11388
2024-09-04 20:14:46,10724,13579
2024-09-04 20:15:46,13916,12115
2024-09-04 20:16:46,17328,8703
2024-09-04 20:17:46,16919,9112
2024-09-04 20:18:46,16445,9586
2024-09-04 20:19:46,14625,10286
2024-09-04 20:20:46,7369,15302
2024-09-04 20:21:46,10905,15734
2024-09-04 20:22:46,12968,13671
2024-09-04 20:23:46,17477,9162
2024-09-04 20:24:46,11376,15263
2024-09-04 20:25:46,13760,12879
2024-09-04 20:26:46,15098,11541
2024-09-04 20:27:46,15608,11031
2024-09-04 20:28:46,12111,14976
2024-09-04 20:29:46,16404,10683
2024-09-04 20:30:46,13792,13295
2024-09-04 20:31:46,18760,8327
2024-09-04 20:32:46,12034,15229
2024-09-04 20:33:46,15109,12154
2024-09-04 20:34:46,20254,7009
2024-09-04 20:35:46,18327,8936
2024-09-04 20:36:46,9235,20972
2024-09-04 20:37:46,14811,15396
2024-09-04 20:38:46,25006,5201
2024-09-04 20:39:46,17503,12704
2024-09-04 20:40:46,14968,15239
2024-09-04 20:41:46,19820,10387
2024-09-04 20:42:46,9129,16534
2024-09-04 20:43:46,9327,16704
2024-09-04 20:44:46,19568,6463
2024-09-04 20:45:46,13220,12811
2024-09-04 20:46:46,22023,4008
2024-09-04 20:47:46,14387,11644
2024-09-04 20:48:46,19224,6807
2024-09-04 20:49:46,7715,17948
2024-09-04 20:50:46,10442,15221
2024-09-04 20:51:46,16436,9227
2024-09-04 20:52:46,17334,8329
2024-09-04 20:53:46,22351,3312
2024-09-04 20:54:46,11735,12808
2024-09-04 20:55:46,11352,12871
2024-09-04 20:56:46,16276,7947
2024-09-04 20:57:46,12207,12016
2024-09-04 20:58:46,11817,13254
2024-09-04 20:59:46,10872,19335
2024-09-04 21:00:46,16448,13759
2024-09-04 21:01:46,25537,4670
2024-09-04 21:02:46,25073,5134
2024-09-04 21:03:46,8518,17145
2024-09-04 21:04:46,10719,14944
2024-09-04 21:05:46,20511,5152
2024-09-04 21:06:46,10617,15046
2024-09-04 21:07:46,13197,12466
2024-09-04 21:08:46,13896,11767
2024-09-04 21:09:46,11417,14246
2024-09-04 21:10:46,13689,11974
2024-09-04 21:11:46,15967,9696
2024-09-04 21:12:46,14410,11253
2024-09-04 21:13:46,14017,11646
2024-09-04 21:14:46,17361,8302
2024-09-04 21:15:46,13855,11808
2024-09-04 21:16:46,17038,8625
2024-09-04 21:17:46,16385,8846
2024-09-04 21:18:46,10774,14457
2024-09-04 21:19:46,13161,13510
2024-09-04 21:20:46,14969,11734
2024-09-04 21:21:46,20217,6486
2024-09-04 21:22:46,17334,10681
2024-09-04 21:23:46,13242,14773
2024-09-04 21:24:46,18466,9549
2024-09-04 21:25:46,18420,9595
2024-09-04 21:26:46,23219,4796
2024-09-04 21:27:46,13718,14297
2024-09-04 21:28:46,18652,9363
2024-09-04 21:29:46,13188,14827
2024-09-04 21:30:46,18468,9547
2024-09-04 21:31:46,22734,5281
2024-09-04 21:32:46,10076,18387
2024-09-04 21:33:46,15452,13011
2024-09-04 21:34:46,23044,5419
2024-09-04 21:35:46,16432,12111
2024-09-04 21:36:46,15233,13310
2024-09-04 21:37:46,14520,14023
2024-09-04 21:38:46,9575,15816
2024-09-04 21:39:46,19248,6143
2024-09-04 21:40:46,16417,8974
2024-09-04 21:41:46,16518,8873
2024-09-04 21:42:46,15323,10068
2024-09-04 21:43:46,15100,10291
2024-09-04 21:44:46,14841,10550
2024-09-04 21:45:46,10946,14397
2024-09-04 21:46:46,16026,9317
2024-09-04 21:47:46,19283,6060
2024-09-04 21:48:46,12050,13293
2024-09-04 21:49:46,17722,7621
2024-09-04 21:50:46,13342,9809
2024-09-04 21:51:46,16681,6470
2024-09-04 21:52:46,10931,10668
2024-09-04 21:53:46,17952,4607
2024-09-04 21:54:46,9944,13319
2024-09-04 21:55:46,16544,6719
2024-09-04 21:56:46,15997,7650
2024-09-04 21:57:46,12275,15916
2024-09-04 21:58:46,10618,17573
2024-09-04 21:59:46,12514,15677
2024-09-04 22:00:46,9867,18324
2024-09-04 22:01:46,15275,12916
2024-09-04 22:02:46,19132,9059
2024-09-04 22:03:46,17503,10688
2024-09-04 22:04:46,14271,13920
2024-09-04 22:05:46,13020,15171
2024-09-04 22:06:46,16516,11675
2024-09-04 22:07:46,21543,6648
2024-09-04 22:08:46,14650,13541
2024-09-04 22:09:46,17308,7395
2024-09-04 22:10:46,13420,11283
2024-09-04 22:11:46,19911,4792
2024-09-04 22:12:46,11838,12865
2024-09-04 22:13:46,11479,13224
2024-09-04 22:14:46,12666,12037
2024-09-04 22:15:46,9849,14854
2024-09-04 22:16:46,12857,11846
2024-09-04 22:17:46,11376,13327
2024-09-04 22:18:46,12670,12033
2024-09-04 22:19:46,11523,13180
2024-09-04 22:20:46,9796,15131
2024-09-04 22:21:46,16788,8139
2024-09-04 22:22:46,13612,11315
2024-09-04 22:23:46,14556,10371
2024-09-04 22:24:46,14891,10036
2024-09-04 22:25:46,10914,14013
2024-09-04 22:26:46,16166,8761
2024-09-04 22:27:46,13261,11666
2024-09-04 22:28:46,18493,6434
2024-09-04 22:29:46,8478,14193
2024-09-04 22:30:46,16153,11286
2024-09-04 22:31:46,11672,15767
2024-09-04 22:32:46,7382,16729
2024-09-04 22:33:46,14228,13723
2024-09-04 22:34:46,10089,17862
2024-09-04 22:35:46,15241,12710
2024-09-04 22:36:46,12176,12575
2024-09-04 22:37:46,13560,11191
2024-09-04 22:38:46,11697,17966
2024-09-04 22:39:46,14046,15617
2024-09-04 22:40:46,13167,16496
2024-09-04 22:41:46,20588,9075
2024-09-04 22:42:46,13621,16042
2024-09-04 22:43:46,7534,16369
2024-09-04 22:44:46,8156,15747
2024-09-04 22:45:46,13598,10305
2024-09-04 22:46:46,13879,10024
2024-09-04 22:47:46,14350,9553
2024-09-04 22:48:46,16806,7097
2024-09-04 22:49:46,6663,15576
2024-09-04 22:50:46,10748,11491
2024-09-04 22:51:46,12174,10065
2024-09-04 22:52:46,14063,14336
2024-09-04 22:53:46,19941,8458
2024-09-04 22:54:46,15151,13248
2024-09-04 22:55:46,13365,15034
2024-09-04 22:56:46,11540,16859
2024-09-04 22:57:46,11396,17003
2024-09-04 22:58:46,16742,11657
2024-09-04 22:59:46,9297,17374
2024-09-04 23:00:46,10542,16129
2024-09-04 23:01:46,15704,10967
2024-09-04 23:02:46,17766,8905
2024-09-04 23:03:46,11909,15978
2024-09-04 23:04:46,9820,18067
2024-09-04 23:05:46,15476,12411
2024-09-04 23:06:46,11154,17213
2024-09-04 23:07:46,11205,17162
2024-09-04 23:08:46,11778,16589
2024-09-04 23:09:46,10000,18367
2024-09-04 23:10:46,14545,13822
2024-09-04 23:11:46,18017,10350
2024-09-04 23:12:46,17421,10946
2024-09-04 23:13:46,20882,7485
2024-09-04 23:14:46,14551,13816
2024-09-04 23:15:46,20428,7939
2024-09-04 23:16:46,16153,12214
2024-09-04 23:17:46,21369,6998
2024-09-04 23:18:46,21840,6527
2024-09-04 23:19:46,14781,13586
2024-09-04 23:20:46,15961,12406
2024-09-04 23:21:46,10860,17507
2024-09-04 23:22:46,13618,14749
2024-09-04 23:23:46,13161,15206
2024-09-04 23:24:46,18497,9870
2024-09-04 23:25:46,17326,11041
2024-09-04 23:26:46,21079,7288
2024-09-04 23:27:46,15355,13012
2024-09-04 23:28:46,12446,15553
2024-09-04 23:29:46,18020,9979
2024-09-04 23:30:46,10633,17366
2024-09-04 23:31:46,19073,8926
2024-09-04 23:32:46,17545,10454
2024-09-04 23:33:46,16415,11584
2024-09-04 23:34:46,20379,7620
2024-09-04 23:35:46,18148,9851
2024-09-04 23:36:46,13713,14286
2024-09-04 23:37:46,18921,9078
2024-09-04 23:38:46,17690,10309
2024-09-04 23:39:46,16368,11663
2024-09-04 23:40:46,16442,11589
2024-09-04 23:41:46,13209,13622
2024-09-04 23:42:46,9646,17185
2024-09-04 23:43:46,9396,17435
2024-09-04 23:44:46,14452,12379
2024-09-04 23:45:46,11286,15545
2024-09-04 23:46:46,15190,11641
2024-09-04 23:47:46,12633,14198
2024-09-04 23:48:46,15833,10998
2024-09-04 23:49:46,13221,13610
2024-09-04 23:50:46,13706,13125
2024-09-04 23:51:46,12503,14328
2024-09-04 23:52:46,21828,5003
2024-09-04 23:53:46,19459,7516
2024-09-04 23:54:46,11892,15083
2024-09-04 23:55:46,15099,11876
2024-09-04 23:56:46,15088,11887
2024-09-04 23:57:46,13689,13286
2024-09-04 23:58:46,14242,12733
2024-09-04 23:59:46,16179,10796
2024-09-05 00:00:46,14723,10460
2024-09-05 00:01:46,10049,15134
2024-09-05 00:02:46,12614,12569
2024-09-05 00:03:46,12463,9840
2024-09-05 00:04:46,14521,6230
2024-09-05 00:05:46,6105,14646
2024-09-05 00:06:46,12534,9225
2024-09-05 00:07:46,12560,9199
2024-09-05 00:08:46,13741,8018
2024-09-05 00:09:46,14707,7052
2024-09-05 00:10:46,15623,6136
2024-09-05 00:11:46,11127,10632
2024-09-05 00:12:46,10285,11474
2024-09-05 00:13:46,13445,8314
2024-09-05 00:14:46,11189,10570
2024-09-05 00:15:46,16453,5306
2024-09-05 00:16:46,6721,15038
2024-09-05 00:17:46,14230,10153
2024-09-05 00:18:46,18638,5745
2024-09-05 00:19:46,16113,8270
2024-09-05 00:20:46,11991,12392
2024-09-05 00:21:46,18135,6248
2024-09-05 00:22:46,15974,8409
2024-09-05 00:23:46,10204,14179
2024-09-05 00:24:46,14449,9934
2024-09-05 00:25:46,17257,7126
2024-09-05 00:26:46,15559,8824
2024-09-05 00:27:46,11017,13366
2024-09-05 00:28:46,13892,11259
2024-09-05 00:29:46,14341,10810
2024-09-05 00:30:46,16706,8445
2024-09-05 00:31:46,14642,10509
2024-09-05 00:32:46,12047,13104
2024-09-05 00:33:46,9519,14320
2024-09-05 00:34:46,12857,15686
2024-09-05 00:35:46,9721,18822
2024-09-05 00:36:46,8301,12290
2024-09-05 00:37:46,7296,12927
2024-09-05 00:38:46,5905,14318
2024-09-05 00:39:46,10324,13675
2024-09-05 00:40:46,16970,7029
2024-09-05 00:41:46,8949,15050
2024-09-05 00:42:46,17007,6992
2024-09-05 00:43:46,12622,11377
2024-09-05 00:44:46,14106,9893
2024-09-05 00:45:46,14022,9977
2024-09-05 00:46:46,10413,13586
2024-09-05 00:47:46,12743,11256
2024-09-05 00:48:46,13182,10817
2024-09-05 00:49:46,11228,12771
2024-09-05 00:50:46,13393,10606
2024-09-05 00:51:46,14593,9406
2024-09-05 00:52:46,12236,11763
2024-09-05 00:53:46,10264,13735
2024-09-05 00:54:46,13887,10112
2024-09-05 00:55:46,12523,11476
2024-09-05 00:56:46,11737,12262
2024-09-05 00:57:46,11976,12023
2024-09-05 00:58:46,13002,10997
2024-09-05 00:59:46,10912,13087
2024-09-05 01:00:46,7960,15303
2024-09-05 01:01:46,9670,9801
2024-09-05 01:02:46,10350,9121
2024-09-05 01:03:46,15306,4165
2024-09-05 01:04:46,8644,10827
2024-09-05 01:05:46,11786,7685
2024-09-05 01:06:46,10125,9746
2024-09-05 01:07:46,11876,7995
2024-09-05 01:08:46,13494,7305
2024-09-05 01:09:46,10590,11233
2024-09-05 01:10:46,12776,9799
2024-09-05 01:11:46,10306,12269
2024-09-05 01:12:46,14202,8373
2024-09-05 01:13:46,9567,13008
2024-09-05 01:14:46,12208,10367
2024-09-05 01:15:46,16681,5894
2024-09-05 01:16:46,12250,10325
2024-09-05 01:17:46,11641,10934
2024-09-05 01:18:46,14227,8348
2024-09-05 01:19:46,14203,8372
2024-09-05 01:20:46,13395,9404
2024-09-05 01:21:46,13151,12096
2024-09-05 01:22:46,14854,10505
2024-09-05 01:23:46,8172,15779
2024-09-05 01:24:46,11504,12719
2024-09-05 01:25:46,11212,13011
2024-09-05 01:26:46,11094,13129
2024-09-05 01:27:46,16958,7265
2024-09-05 01:28:46,15345,8878
2024-09-05 01:29:46,11081,13862
2024-09-05 01:30:46,16225,8718
2024-09-05 01:31:46,10535,14408
2024-09-05 01:32:46,12909,12034
2024-09-05 01:33:46,10047,14896
2024-09-05 01:34:46,15391,9552
2024-09-05 01:35:46,12778,13685
2024-09-05 01:36:46,15251,11212
2024-09-05 01:37:46,10617,15846
2024-09-05 01:38:46,15929,10534
2024-09-05 01:39:46,15659,11444
2024-09-05 01:40:46,11150,15953
2024-09-05 01:41:46,10336,16767
2024-09-05 01:42:46,10582,16521
2024-09-05 01:43:46,14181,12922
2024-09-05 01:44:46,20408,6695
2024-09-05 01:45:46,11830,15273
2024-09-05 01:46:46,13985,13118
2024-09-05 01:47:46,12143,14960
2024-09-05 01:48:46,14945,12158
2024-09-05 01:49:46,15461,11642
2024-09-05 01:50:46,12040,15063
2024-09-05 01:51:46,12149,14954
2024-09-05 01:52:46,11754,15349
2024-09-05 01:53:46,12683,14420
2024-09-05 01:54:46,13052,14051
2024-09-05 01:55:46,11324,15779
2024-09-05 01:56:46,11567,15536
2024-09-05 01:57:46,12202,14901
2024-09-05 01:58:46,9586,17517
2024-09-05 01:59:46,11057,16046
2024-09-05 02:00:46,10887,16216
2024-09-05 02:01:46,10655,16448
2024-09-05 02:02:46,13613,13490
2024-09-05 02:03:46,14913,12190
2024-09-05 02:04:46,10641,16462
2024-09-05 02:05:46,9247,17856
2024-09-05 02:06:46,14311,12792
2024-09-05 02:07:46,14855,12248
2024-09-05 02:08:46,17551,9552
2024-09-05 02:09:46,11697,15406
2024-09-05 02:10:46,11378,15933
2024-09-05 02:11:46,10484,16827
2024-09-05 02:12:46,10199,17112
2024-09-05 02:13:46,9877,17434
2024-09-05 02:14:46,10582,16729
2024-09-05 02:15:46,11548,15763
2024-09-05 02:16:46,11292,16019
2024-09-05 02:17:46,14381,12930
2024-09-05 02:18:46,10624,15359
2024-09-05 02:19:46,11537,14446
2024-09-05 02:20:46,9724,16259
2024-09-05 02:21:46,17529,8454
2024-09-05 02:22:46,13518,12465
2024-09-05 02:23:46,10436,15547
2024-09-05 02:24:46,11575,14408
2024-09-05 02:25:46,10998,14985
2024-09-05 02:26:46,15621,10362
2024-09-05 02:27:46,13207,12776
2024-09-05 02:28:46,11924,14059
2024-09-05 02:29:46,14037,11946
2024-09-05 02:30:46,16236,9747
2024-09-05 02:31:46,13482,12501
2024-09-05 02:32:46,9538,16445
2024-09-05 02:33:46,11711,14272
2024-09-05 02:34:46,11733,14250
2024-09-05 02:35:46,11063,14920
2024-09-05 02:36:46,10936,15047
2024-09-05 02:37:46,15581,10402
2024-09-05 02:38:46,13209,12774
2024-09-05 02:39:46,13423,12560
2024-09-05 02:40:46,9520,15551
2024-09-05 02:41:46,11108,13963
2024-09-05 02:42:46,11118,13953
2024-09-05 02:43:46,13499,11572
2024-09-05 02:44:46,13918,11153
2024-09-05 02:45:46,9271,15800
2024-09-05 02:46:46,9240,15831
2024-09-05 02:47:46,16632,8439
2024-09-05 02:48:46,11665,13406
2024-09-05 02:49:46,10241,14830
2024-09-05 02:50:46,10479,14592
2024-09-05 02:51:46,11863,13208
2024-09-05 02:52:46,10639,14432
2024-09-05 02:53:46,14189,10882
2024-09-05 02:54:46,9827,15196
2024-09-05 02:55:46,9364,15659
2024-09-05 02:56:46,12331,12692
2024-09-05 02:57:46,12215,12808
2024-09-05 02:58:46,10112,14911
2024-09-05 02:59:46,15165,9858
2024-09-05 03:00:46,11047,13976
2024-09-05 03:01:46,11993,13030
2024-09-05 03:02:46,8863,16160
2024-09-05 03:03:46,11324,13699
2024-09-05 03:04:46,10285,14738
2024-09-05 03:05:46,12525,12498
2024-09-05 03:06:46,10550,14473
2024-09-05 03:07:46,9512,15511
2024-09-05 03:08:46,13427,11596
2024-09-05 03:09:46,12042,12981
2024-09-05 03:10:46,10433,14590
2024-09-05 03:11:46,11039,13984
2024-09-05 03:12:46,10252,14771
2024-09-05 03:13:46,12529,13566
2024-09-05 03:14:46,17881,8214
2024-09-05 03:15:46,13359,12736
2024-09-05 03:16:46,7737,16646
2024-09-05 03:17:46,11217,13166
2024-09-05 03:18:46,11963,12420
2024-09-05 03:19:46,13222,11161
2024-09-05 03:20:46,9574,14809
2024-09-05 03:21:46,15121,9262
2024-09-05 03:22:46,10535,13848
2024-09-05 03:23:46,11580,12803
2024-09-05 03:24:46,12284,12099
2024-09-05 03:25:46,13716,10667
2024-09-05 03:26:46,15630,8753
2024-09-05 03:27:46,11798,12585
2024-09-05 03:28:46,13334,11049
2024-09-05 03:29:46,14129,10494
2024-09-05 03:30:46,13769,10854
2024-09-05 03:31:46,11686,12937
2024-09-05 03:32:46,10377,14246
2024-09-05 03:33:46,13441,11182
2024-09-05 03:34:46,9957,14666
2024-09-05 03:35:46,10674,13949
2024-09-05 03:36:46,9188,15435
2024-09-05 03:37:46,6746,15125
2024-09-05 03:38:46,10003,11868
2024-09-05 03:39:46,10331,11540
2024-09-05 03:40:46,11401,10470
2024-09-05 03:41:46,13748,8123
2024-09-05 03:42:46,9529,12342
2024-09-05 03:43:46,10142,11729
2024-09-05 03:44:46,11257,10614
2024-09-05 03:45:46,15389,6482
2024-09-05 03:46:46,11381,10490
2024-09-05 03:47:46,11308,10563
2024-09-05 03:48:46,9379,12492
2024-09-05 03:49:46,10125,11746
2024-09-05 03:50:46,14433,7438
2024-09-05 03:51:46,12594,9277
2024-09-05 03:52:46,9445,12426
2024-09-05 03:53:46,11031,10840
2024-09-05 03:54:46,12033,9838
2024-09-05 03:55:46,15321,6550
2024-09-05 03:56:46,13756,8115
2024-09-05 03:57:46,11704,10247
2024-09-05 03:58:46,9938,12013
2024-09-05 03:59:46,10205,11746
2024-09-05 04:00:46,8817,13134
2024-09-05 04:01:46,11227,10724
2024-09-05 04:02:46,12701,9250
2024-09-05 04:03:46,9904,12047
2024-09-05 04:04:46,9612,12339
2024-09-05 04:05:46,9155,12796
2024-09-05 04:06:46,11098,10853
2024-09-05 04:07:46,13882,8069
2024-09-05 04:08:46,9952,11999
2024-09-05 04:09:46,8791,13160
2024-09-05 04:10:46,9605,12346
2024-09-05 04:11:46,11676,10275
2024-09-05 04:12:46,10918,11033
2024-09-05 04:13:46,12811,9140
2024-09-05 04:14:46,9054,12897
2024-09-05 04:15:46,7110,14713
2024-09-05 04:16:46,9293,8258
2024-09-05 04:17:46,8805,8746
2024-09-05 04:18:46,8045,9506
2024-09-05 04:19:46,7699,9852
2024-09-05 04:20:46,9229,8322
2024-09-05 04:21:46,9542,8009
2024-09-05 04:22:46,12878,4673
2024-09-05 04:23:46,9401,8150
2024-09-05 04:24:46,7434,11605
2024-09-05 04:25:46,9961,9078
2024-09-05 04:26:46,6999,12040
2024-09-05 04:27:46,9415,9624
2024-09-05 04:28:46,12740,6299
2024-09-05 04:29:46,10747,8292
2024-09-05 04:30:46,7076,11963
2024-09-05 04:31:46,9679,9360
2024-09-05 04:32:46,9940,9099
2024-09-05 04:33:46,13617,5422
2024-09-05 04:34:46,10032,9007
2024-09-05 04:35:46,6521,12518
2024-09-05 04:36:46,8613,10426
2024-09-05 04:37:46,11496,7543
2024-09-05 04:38:46,8597,10442
2024-09-05 04:39:46,10633,8406
2024-09-05 04:40:46,6611,12428
2024-09-05 04:41:46,9695,9344
2024-09-05 04:42:46,9630,9409
2024-09-05 04:43:46,9337,9702
2024-09-05 04:44:46,10317,8722
2024-09-05 04:45:46,9374,9665
2024-09-05 04:46:46,9520,9519
2024-09-05 04:47:46,9902,9137
2024-09-05 04:48:46,11822,7217
2024-09-05 04:49:46,10164,8875
2024-09-05 04:50:46,7005,12034
2024-09-05 04:51:46,9127,9912
2024-09-05 04:52:46,7621,11418
2024-09-05 04:53:46,9001,10038
2024-09-05 04:54:46,9271,9768
2024-09-05 04:55:46,8108,10931
2024-09-05 04:56:46,9676,9363
2024-09-05 04:57:46,6896,12143
2024-09-05 04:58:46,10178,8861
2024-09-05 04:59:46,8899,10140
2024-09-05 05:00:46,7969,11070
2024-09-05 05:01:46,9790,9249
2024-09-05 05:02:46,14656,4015
2024-09-05 05:03:46,12191,6480
2024-09-05 05:04:46,4584,6407
2024-09-05 05:05:46,8001,4110
2024-09-05 05:06:46,3301,7738
2024-09-05 05:07:46,3445,7594
